ccle_name,row_id,pool_id,culture,depmap_id,screen
ANGMCSS_CENTRAL_NERVOUS_SYSTEM,ACH-001329::P122::PR500B::REP1M,P122,PR500B,ACH-001329,REP1M
UMRC3_KIDNEY,ACH-001687::P123::PR500B::REP1M,P123,PR500B,ACH-001687,REP1M
TGBC1TKB_BILIARY_TRACT,ACH-001861::P123::PR500B::REP1M,P123,PR500B,ACH-001861,REP1M
ECC2_BILIARY_TRACT,ACH-001997::P123::PR500B::REP1M,P123,PR500B,ACH-001997,REP1M
SKGT4_OESOPHAGUS,ACH-001654::P123::PR500B::REP1M,P123,PR500B,ACH-001654,REP1M
SKGII_ENDOMETRIUM,ACH-001652::P123::PR500B::REP1M,P123,PR500B,ACH-001652,REP1M
SUSA_TESTIS,ACH-001668::P123::PR500B::REP1M,P123,PR500B,ACH-001668,REP1M
RMSYM_SOFT_TISSUE,ACH-002048::P123::PR500B::REP1M,P123,PR500B,ACH-002048,REP1M
PEA1_OVARY,ACH-001628::P123::PR500B::REP1M,P123,PR500B,ACH-001628,REP1M
HSC5_SKIN,ACH-001524::P123::PR500B::REP1M,P123,PR500B,ACH-001524,REP1M
C4I_CERVIX,ACH-001334::P123::PR500B::REP1M,P123,PR500B,ACH-001334,REP1M
A388_SKIN,ACH-001442::P123::PR500B::REP1M,P123,PR500B,ACH-001442,REP1M
BICR78_UPPER_AERODIGESTIVE_TRACT,ACH-001332::P123::PR500B::REP1M,P123,PR500B,ACH-001332,REP1M
UPCISCC116_UPPER_AERODIGESTIVE_TRACT,ACH-001698::P123::PR500B::REP1M,P123,PR500B,ACH-001698,REP1M
MS751_CERVIX,ACH-001360::P123::PR500B::REP1M,P123,PR500B,ACH-001360,REP1M
SW156_KIDNEY,ACH-001398::P123::PR500B::REP1M,P123,PR500B,ACH-001398,REP1M
NOZ_LIVER,ACH-001607::P123::PR500B::REP1M,P123,PR500B,ACH-001607,REP1M
UMUC11_URINARY_TRACT,ACH-001413::P123::PR500B::REP1M,P123,PR500B,ACH-001413,REP1M
HT3_CERVIX,ACH-001525::P123::PR500B::REP1M,P123,PR500B,ACH-001525,REP1M
TFK1_BILIARY_TRACT,ACH-001673::P123::PR500B::REP1M,P123,PR500B,ACH-001673,REP1M
OSC20_UPPER_AERODIGESTIVE_TRACT,ACH-001626::P123::PR500B::REP1M,P123,PR500B,ACH-001626,REP1M
MCC13_SKIN,ACH-001550::P123::PR500B::REP1M,P123,PR500B,ACH-001550,REP1M
NCCIT_TESTIS,ACH-001578::P123::PR500B::REP1M,P123,PR500B,ACH-001578,REP1M
HCA1_CERVIX,ACH-001513::P123::PR500B::REP1M,P123,PR500B,ACH-001513,REP1M
PACADD119_PANCREAS,ACH-001375::P123::PR500B::REP1M,P123,PR500B,ACH-001375,REP1M
OZ_BILIARY_TRACT,ACH-001855::P123::PR500B::REP1M,P123,PR500B,ACH-001855,REP1M
OV17R_OVARY,ACH-001373::P124::PR500B::REP1M,P124,PR500B,ACH-001373,REP1M
SISO_CERVIX,ACH-001650::P124::PR500B::REP1M,P124,PR500B,ACH-001650,REP1M
93T449_SOFT_TISSUE,ACH-001794::P124::PR500B::REP1M,P124,PR500B,ACH-001794,REP1M
LPS141_SOFT_TISSUE,ACH-001799::P124::PR500B::REP1M,P124,PR500B,ACH-001799,REP1M
GB2_BILIARY_TRACT,ACH-001961::P124::PR500B::REP1M,P124,PR500B,ACH-001961,REP1M
OCIC5X_OVARY,ACH-001369::P124::PR500B::REP1M,P124,PR500B,ACH-001369,REP1M
HKA1_SKIN,ACH-001521::P124::PR500B::REP1M,P124,PR500B,ACH-001521,REP1M
YSCCC_BILIARY_TRACT,ACH-001864::P124::PR500B::REP1M,P124,PR500B,ACH-001864,REP1M
RO82W1_THYROID,ACH-001384::P124::PR500B::REP1M,P124,PR500B,ACH-001384,REP1M
UMUC13_URINARY_TRACT,ACH-001407::P124::PR500B::REP1M,P124,PR500B,ACH-001407,REP1M
SW756_CERVIX,ACH-001402::P124::PR500B::REP1M,P124,PR500B,ACH-001402,REP1M
9505BIK_PANCREAS,ACH-001999::P124::PR500B::REP1M,P124,PR500B,ACH-001999,REP1M
KMCH1_BILIARY_TRACT,ACH-001853::P124::PR500B::REP1M,P124,PR500B,ACH-001853,REP1M
JMURTK2_SOFT_TISSUE,ACH-001532::P124::PR500B::REP1M,P124,PR500B,ACH-001532,REP1M
HSC1_SKIN,ACH-001523::P124::PR500B::REP1M,P124,PR500B,ACH-001523,REP1M
1618K_TESTIS,ACH-001437::P124::PR500B::REP1M,P124,PR500B,ACH-001437,REP1M
921_UVEA,ACH-001441::P124::PR500B::REP1M,P124,PR500B,ACH-001441,REP1M
SKGI_ENDOMETRIUM,ACH-001651::P124::PR500B::REP1M,P124,PR500B,ACH-001651,REP1M
MM127_SKIN,ACH-001563::P124::PR500B::REP1M,P124,PR500B,ACH-001563,REP1M
SUM149PT_BREAST,ACH-001390::P124::PR500B::REP1M,P124,PR500B,ACH-001390,REP1M
CHLA200_CENTRAL_NERVOUS_SYSTEM,ACH-001293::P124::PR500B::REP1M,P124,PR500B,ACH-001293,REP1M
SW954_CERVIX,ACH-001400::P124::PR500B::REP1M,P124,PR500B,ACH-001400,REP1M
PACADD137_PANCREAS,ACH-001377::P124::PR500B::REP1M,P124,PR500B,ACH-001377,REP1M
MCC26_SKIN,ACH-001552::P124::PR500B::REP1M,P124,PR500B,ACH-001552,REP1M
ICC4_BILIARY_TRACT,ACH-001844::P124::PR500B::REP1M,P124,PR500B,ACH-001844,REP1M
HCSC1_CERVIX,ACH-001516::P125::PR500B::REP1M,P125,PR500B,ACH-001516,REP1M
TASK1_CENTRAL_NERVOUS_SYSTEM,ACH-001670::P125::PR500B::REP1M,P125,PR500B,ACH-001670,REP1M
MEL285_UVEA,ACH-002015::P125::PR500B::REP1M,P125,PR500B,ACH-002015,REP1M
ICC12_BILIARY_TRACT,ACH-001838::P125::PR500B::REP1M,P125,PR500B,ACH-001838,REP1M
MP41_UVEA,ACH-002010::P125::PR500B::REP1M,P125,PR500B,ACH-002010,REP1M
SKN_ENDOMETRIUM,ACH-001655::P125::PR500B::REP1M,P125,PR500B,ACH-001655,REP1M
G401_SOFT_TISSUE,ACH-000096::P945::PR500B::REP1M,P945,PR500B,ACH-000096,REP1M
BOKU_CERVIX,ACH-001451::P125::PR500B::REP1M,P125,PR500B,ACH-001451,REP1M
SHMAC5_PROSTATE,ACH-001649::P125::PR500B::REP1M,P125,PR500B,ACH-001649,REP1M
EMTOKA_ENDOMETRIUM,ACH-001495::P125::PR500B::REP1M,P125,PR500B,ACH-001495,REP1M
DOTC24510_CERVIX,ACH-001341::P125::PR500B::REP1M,P125,PR500B,ACH-001341,REP1M
HAC2_OVARY,ACH-001512::P125::PR500B::REP1M,P125,PR500B,ACH-001512,REP1M
ICC8_BILIARY_TRACT,ACH-001848::P125::PR500B::REP1M,P125,PR500B,ACH-001848,REP1M
HKGZCC_BILIARY_TRACT,ACH-001852::P125::PR500B::REP1M,P125,PR500B,ACH-001852,REP1M
GP5D_LARGE_INTESTINE,ACH-001345::P125::PR500B::REP1M,P125,PR500B,ACH-001345,REP1M
NP3_CENTRAL_NERVOUS_SYSTEM,ACH-001609::P125::PR500B::REP1M,P125,PR500B,ACH-001609,REP1M
T3M5_THYROID,ACH-002042::P125::PR500B::REP1M,P125,PR500B,ACH-002042,REP1M
OCIP5X_OVARY,ACH-001370::P125::PR500B::REP1M,P125,PR500B,ACH-001370,REP1M
H357_UPPER_AERODIGESTIVE_TRACT,ACH-001509::P125::PR500B::REP1M,P125,PR500B,ACH-001509,REP1M
94T778_SOFT_TISSUE,ACH-001795::P125::PR500B::REP1M,P125,PR500B,ACH-001795,REP1M
95T1000_SOFT_TISSUE,ACH-001796::P125::PR500B::REP1M,P125,PR500B,ACH-001796,REP1M
PFSK1_CENTRAL_NERVOUS_SYSTEM,ACH-001711::P125::PR500B::REP1M,P125,PR500B,ACH-001711,REP1M
TT1TKB_LARGE_INTESTINE,ACH-002025::P125::PR500B::REP1M,P125,PR500B,ACH-002025,REP1M
TGBC18TKB_LARGE_INTESTINE,ACH-002023::P125::PR500B::REP1M,P125,PR500B,ACH-002023,REP1M
C80_LARGE_INTESTINE,ACH-001459::P125::PR500B::REP1M,P125,PR500B,ACH-001459,REP1M
HDMB03_CENTRAL_NERVOUS_SYSTEM,ACH-001349::P125::PR500B::REP1M,P125,PR500B,ACH-001349,REP1M
TGW_AUTONOMIC_GANGLIA,ACH-001674::P126::PR500B::REP1M,P126,PR500B,ACH-001674,REP1M
KKU100_BILIARY_TRACT,ACH-001536::P126::PR500B::REP1M,P126,PR500B,ACH-001536,REP1M
OCIC4P_OVARY,ACH-001719::P126::PR500B::REP1M,P126,PR500B,ACH-001719,REP1M
OCUG1_BILIARY_TRACT,ACH-001619::P126::PR500B::REP1M,P126,PR500B,ACH-001619,REP1M
UMRC7_KIDNEY,ACH-001688::P126::PR500B::REP1M,P126,PR500B,ACH-001688,REP1M
HUO9_BONE,ACH-001526::P126::PR500B::REP1M,P126,PR500B,ACH-001526,REP1M
UMUC7_URINARY_TRACT,ACH-001415::P126::PR500B::REP1M,P126,PR500B,ACH-001415,REP1M
HSKTC_OVARY,ACH-002038::P126::PR500B::REP1M,P126,PR500B,ACH-002038,REP1M
HTMMT_ENDOMETRIUM,ACH-002046::P126::PR500B::REP1M,P126,PR500B,ACH-002046,REP1M
SKGT2_STOMACH,ACH-001653::P126::PR500B::REP1M,P126,PR500B,ACH-001653,REP1M
TGBC52TKB_BILIARY_TRACT,ACH-001862::P126::PR500B::REP1M,P126,PR500B,ACH-001862,REP1M
ICC137_BILIARY_TRACT,ACH-001839::P126::PR500B::REP1M,P126,PR500B,ACH-001839,REP1M
MB1_THYROID,ACH-001356::P126::PR500B::REP1M,P126,PR500B,ACH-001356,REP1M
SNU1544_LARGE_INTESTINE,ACH-001786::P126::PR500B::REP1M,P126,PR500B,ACH-001786,REP1M
UPCISCC072_UPPER_AERODIGESTIVE_TRACT,ACH-001693::P126::PR500B::REP1M,P126,PR500B,ACH-001693,REP1M
SW626_LARGE_INTESTINE,ACH-001399::P126::PR500B::REP1M,P126,PR500B,ACH-001399,REP1M
SNU2372_BREAST,ACH-001662::P126::PR500B::REP1M,P126,PR500B,ACH-001662,REP1M
C75_LARGE_INTESTINE,ACH-001458::P126::PR500B::REP1M,P126,PR500B,ACH-001458,REP1M
ICC15_BILIARY_TRACT,ACH-001841::P126::PR500B::REP1M,P126,PR500B,ACH-001841,REP1M
MEL290_UVEA,ACH-002016::P126::PR500B::REP1M,P126,PR500B,ACH-002016,REP1M
ICC10_BILIARY_TRACT,ACH-001834::P126::PR500B::REP1M,P126,PR500B,ACH-001834,REP1M
PMFKO14_LARGE_INTESTINE,ACH-002022::P126::PR500B::REP1M,P126,PR500B,ACH-002022,REP1M
MDAPCA2B_PROSTATE,ACH-000952::P126::PR500B::REP1M,P126,PR500B,ACH-000952,REP1M
KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001533::P127::PR500B::REP1M,P127,PR500B,ACH-001533,REP1M
WAOSEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001707::P127::PR500B::REP1M,P127,PR500B,ACH-001707,REP1M
U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001677::P127::PR500B::REP1M,P127,PR500B,ACH-001677,REP1M
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001452::P127::PR500B::REP1M,P127,PR500B,ACH-001452,REP1M
TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001669::P127::PR500B::REP1M,P127,PR500B,ACH-001669,REP1M
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001703::P127::PR500B::REP1M,P127,PR500B,ACH-001703,REP1M
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000158::P127::PR500B::REP1M,P127,PR500B,ACH-000158,REP1M
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000365::P127::PR500B::REP1M,P127,PR500B,ACH-000365,REP1M
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000315::P127::PR500B::REP1M,P127,PR500B,ACH-000315,REP1M
OACM51_OESOPHAGUS,ACH-001368::P127::PR500B::REP1M,P127,PR500B,ACH-001368,REP1M
ULA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001686::P127::PR500B::REP1M,P127,PR500B,ACH-001686,REP1M
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001642::P127::PR500B::REP1M,P127,PR500B,ACH-001642,REP1M
BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001450::P127::PR500B::REP1M,P127,PR500B,ACH-001450,REP1M
U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001679::P127::PR500B::REP1M,P127,PR500B,ACH-001679,REP1M
OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001616::P127::PR500B::REP1M,P127,PR500B,ACH-001616,REP1M
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000492::P127::PR500B::REP1M,P127,PR500B,ACH-000492,REP1M
BL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001449::P127::PR500B::REP1M,P127,PR500B,ACH-001449,REP1M
MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001574::P127::PR500B::REP1M,P127,PR500B,ACH-001574,REP1M
G292CLONEA141B1_BONE,ACH-000082::P944::PR500B::REP1M,P944,PR500B,ACH-000082,REP1M
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001638::P127::PR500B::REP1M,P127,PR500B,ACH-001638,REP1M
WERIRB1_AUTONOMIC_GANGLIA,ACH-001421::P127::PR500B::REP1M,P127,PR500B,ACH-001421,REP1M
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001111::P127::PR500B::REP1M,P127,PR500B,ACH-001111,REP1M
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000002::P127::PR500B::REP1M,P127,PR500B,ACH-000002,REP1M
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000795::P127::PR500B::REP1M,P127,PR500B,ACH-000795,REP1M
U2940_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001678::P127::PR500B::REP1M,P127,PR500B,ACH-001678,REP1M
NZOV9_OVARY,ACH-001991::P127::PR500B::REP1M,P127,PR500B,ACH-001991,REP1M
SJSA1_BONE,ACH-000748::P944::PR500B::REP1M,P944,PR500B,ACH-000748,REP1M
DAOY_CENTRAL_NERVOUS_SYSTEM,ACH-000211::P945::PR500B::REP1M,P945,PR500B,ACH-000211,REP1M
KELLY_AUTONOMIC_GANGLIA,ACH-000259::P945::PR500B::REP1M,P945,PR500B,ACH-000259,REP1M
G402_SOFT_TISSUE,ACH-000375::P946::PR500B::REP1M,P946,PR500B,ACH-000375,REP1M
CADOES1_BONE,ACH-000210::P945::PR500B::REP1M,P945,PR500B,ACH-000210,REP1M
SKNBE2_AUTONOMIC_GANGLIA,ACH-000312::P945::PR500B::REP1M,P945,PR500B,ACH-000312,REP1M
HS729_SOFT_TISSUE,ACH-000133::P945::PR500B::REP1M,P945,PR500B,ACH-000133,REP1M
RD_SOFT_TISSUE,ACH-000169::P946::PR500B::REP1M,P946,PR500B,ACH-000169,REP1M
ONS76_CENTRAL_NERVOUS_SYSTEM,ACH-000776::P945::PR500B::REP1M,P945,PR500B,ACH-000776,REP1M
A673_BONE,ACH-000052::P945::PR500B::REP1M,P945,PR500B,ACH-000052,REP1M
MG63_BONE,ACH-000359::P944::PR500B::REP1M,P944,PR500B,ACH-000359,REP1M
NB1_AUTONOMIC_GANGLIA,ACH-000804::P946::PR500B::REP1M,P946,PR500B,ACH-000804,REP1M
SKES1_BONE,ACH-000087::P946::PR500B::REP1M,P946,PR500B,ACH-000087,REP1M
HOS_BONE,ACH-000613::P944::PR500B::REP1M,P944,PR500B,ACH-000613,REP1M
SIMA_AUTONOMIC_GANGLIA,ACH-000099::P947::PR500B::REP1M,P947,PR500B,ACH-000099,REP1M
A204_SOFT_TISSUE,ACH-000201::P946::PR500B::REP1M,P946,PR500B,ACH-000201,REP1M
RH30_SOFT_TISSUE,ACH-000833::P945::PR500B::REP1M,P945,PR500B,ACH-000833,REP1M
SKNAS_AUTONOMIC_GANGLIA,ACH-000260::P945::PR500B::REP1M,P945,PR500B,ACH-000260,REP1M
MHHES1_BONE,ACH-000391::P946::PR500B::REP1M,P946,PR500B,ACH-000391,REP1M
TM87_SOFT_TISSUE,ACH-000172::P944::PR500B::REP1M,P944,PR500B,ACH-000172,REP1M
MON_SOFT_TISSUE,ACH-001128::P944::PR500B::REP1M,P944,PR500B,ACH-001128,REP1M
SKNEP1_BONE,ACH-001192::P944::PR500B::REP1M,P944,PR500B,ACH-001192,REP1M
EWS502_BONE,ACH-000279::P944::PR500B::REP1M,P944,PR500B,ACH-000279,REP1M
U2OS_BONE,ACH-000364::P944::PR500B::REP1M,P944,PR500B,ACH-000364,REP1M
prism invariant 1,prism invariant 1::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 1,REP1M
prism invariant 2,prism invariant 2::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 2,REP1M
prism invariant 3,prism invariant 3::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 3,REP1M
prism invariant 4,prism invariant 4::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 4,REP1M
prism invariant 5,prism invariant 5::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 5,REP1M
prism invariant 6,prism invariant 6::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 6,REP1M
prism invariant 7,prism invariant 7::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 7,REP1M
prism invariant 8,prism invariant 8::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 8,REP1M
prism invariant 9,prism invariant 9::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 9,REP1M
prism invariant 10,prism invariant 10::CTLBC::PR500B::REP1M,CTLBC,PR500B,prism invariant 10,REP1M
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000838::P937::PR500B::REP1M,P937,PR500B,ACH-000838,REP1M
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000426::P937::PR500B::REP1M,P937,PR500B,ACH-000426,REP1M
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000419::P937::PR500B::REP1M,P937,PR500B,ACH-000419,REP1M
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000183::P937::PR500B::REP1M,P937,PR500B,ACH-000183,REP1M
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000453::P937::PR500B::REP1M,P937,PR500B,ACH-000453,REP1M
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000981::P937::PR500B::REP1M,P937,PR500B,ACH-000981,REP1M
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000995::P937::PR500B::REP1M,P937,PR500B,ACH-000995,REP1M
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000938::P937::PR500B::REP1M,P937,PR500B,ACH-000938,REP1M
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000937::P937::PR500B::REP1M,P937,PR500B,ACH-000937,REP1M
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000122::P937::PR500B::REP1M,P937,PR500B,ACH-000122,REP1M
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000728::P937::PR500B::REP1M,P937,PR500B,ACH-000728,REP1M
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000101::P937::PR500B::REP1M,P937,PR500B,ACH-000101,REP1M
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000964::P937::PR500B::REP1M,P937,PR500B,ACH-000964,REP1M
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000922::P937::PR500B::REP1M,P937,PR500B,ACH-000922,REP1M
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000636::P937::PR500B::REP1M,P937,PR500B,ACH-000636,REP1M
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000295::P937::PR500B::REP1M,P937,PR500B,ACH-000295,REP1M
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000074::P937::PR500B::REP1M,P937,PR500B,ACH-000074,REP1M
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000604::P937::PR500B::REP1M,P937,PR500B,ACH-000604,REP1M
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000301::P937::PR500B::REP1M,P937,PR500B,ACH-000301,REP1M
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000072::P937::PR500B::REP1M,P937,PR500B,ACH-000072,REP1M
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000081::P937::PR500B::REP1M,P937,PR500B,ACH-000081,REP1M
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000065::P937::PR500B::REP1M,P937,PR500B,ACH-000065,REP1M
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000218::P937::PR500B::REP1M,P937,PR500B,ACH-000218,REP1M
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000373::P937::PR500B::REP1M,P937,PR500B,ACH-000373,REP1M
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000146::P937::PR500B::REP1M,P937,PR500B,ACH-000146,REP1M
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000914::P938::PR500B::REP1M,P938,PR500B,ACH-000914,REP1M
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000357::P938::PR500B::REP1M,P938,PR500B,ACH-000357,REP1M
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000815::P938::PR500B::REP1M,P938,PR500B,ACH-000815,REP1M
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000583::P938::PR500B::REP1M,P938,PR500B,ACH-000583,REP1M
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000398::P938::PR500B::REP1M,P938,PR500B,ACH-000398,REP1M
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000233::P938::PR500B::REP1M,P938,PR500B,ACH-000233,REP1M
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000073::P938::PR500B::REP1M,P938,PR500B,ACH-000073,REP1M
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000061::P938::PR500B::REP1M,P938,PR500B,ACH-000061,REP1M
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001129::P938::PR500B::REP1M,P938,PR500B,ACH-001129,REP1M
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000371::P938::PR500B::REP1M,P938,PR500B,ACH-000371,REP1M
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000105::P938::PR500B::REP1M,P938,PR500B,ACH-000105,REP1M
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000206::P938::PR500B::REP1M,P938,PR500B,ACH-000206,REP1M
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000198::P938::PR500B::REP1M,P938,PR500B,ACH-000198,REP1M
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000151::P938::PR500B::REP1M,P938,PR500B,ACH-000151,REP1M
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000564::P938::PR500B::REP1M,P938,PR500B,ACH-000564,REP1M
CHLA57_BONE,ACH-001033::P938::PR500B::REP1M,P938,PR500B,ACH-001033,REP1M
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001106::P938::PR500B::REP1M,P938,PR500B,ACH-001106,REP1M
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000388::P938::PR500B::REP1M,P938,PR500B,ACH-000388,REP1M
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000751::P938::PR500B::REP1M,P938,PR500B,ACH-000751,REP1M
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000387::P938::PR500B::REP1M,P938,PR500B,ACH-000387,REP1M
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000372::P939::PR500B::REP1M,P939,PR500B,ACH-000372,REP1M
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000576::P939::PR500B::REP1M,P939,PR500B,ACH-000576,REP1M
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000763::P939::PR500B::REP1M,P939,PR500B,ACH-000763,REP1M
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000346::P939::PR500B::REP1M,P939,PR500B,ACH-000346,REP1M
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000406::P939::PR500B::REP1M,P939,PR500B,ACH-000406,REP1M
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000697::P939::PR500B::REP1M,P939,PR500B,ACH-000697,REP1M
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000877::P939::PR500B::REP1M,P939,PR500B,ACH-000877,REP1M
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000380::P939::PR500B::REP1M,P939,PR500B,ACH-000380,REP1M
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000658::P939::PR500B::REP1M,P939,PR500B,ACH-000658,REP1M
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000124::P939::PR500B::REP1M,P939,PR500B,ACH-000124,REP1M
DMS79_LUNG,ACH-000703::P939::PR500B::REP1M,P939,PR500B,ACH-000703,REP1M
NCIH1694_LUNG,ACH-000431::P939::PR500B::REP1M,P939,PR500B,ACH-000431,REP1M
NCIH1930_LUNG,ACH-000870::P939::PR500B::REP1M,P939,PR500B,ACH-000870,REP1M
NCIH211_LUNG,ACH-000639::P939::PR500B::REP1M,P939,PR500B,ACH-000639,REP1M
NCIH82_LUNG,ACH-000355::P939::PR500B::REP1M,P939,PR500B,ACH-000355,REP1M
CORL279_LUNG,ACH-000257::P939::PR500B::REP1M,P939,PR500B,ACH-000257,REP1M
DU4475_BREAST,ACH-000258::P939::PR500B::REP1M,P939,PR500B,ACH-000258,REP1M
HCC33_LUNG,ACH-000515::P939::PR500B::REP1M,P939,PR500B,ACH-000515,REP1M
NCIH1105_LUNG,ACH-000780::P939::PR500B::REP1M,P939,PR500B,ACH-000780,REP1M
NCIH524_LUNG,ACH-000816::P939::PR500B::REP1M,P939,PR500B,ACH-000816,REP1M
SCLC21H_LUNG,ACH-000659::P939::PR500B::REP1M,P939,PR500B,ACH-000659,REP1M
