screen,dose,repurposing_target,MOA,IDs,Drug.Name,Synonyms
REP.PRIMARY,2.5,"HDAC1, HDAC6",HDAC INHIBITOR,BRD:BRD-K70402238-001-02-8,NEXTURASTAT-A,NEXTURASTAT-A
REP.PRIMARY,2.5,HIF1A,HYPOXIA INDUCIBLE FACTOR INHIBITOR,BRD:BRD-K70463136-001-01-5,BAY-87-2243,BAY-87-2243
REP.PRIMARY,2.5,"ADRA1A, CHRM1, DRD1, DRD2, DRD3, DRD5, HTR2A",DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-K70487031-001-02-8,FLUPENTIXOL,FLUPENTIXOL
REP.PRIMARY,2.5,SIGMAR1,SIGMA RECEPTOR ANTAGONIST,BRD:BRD-K70490179-300-01-2,RIMCAZOLE,RIMCAZOLE
REP.PRIMARY,2.5,HRH2,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K70505054-003-12-4,RANITIDINE,RANITIDINE
REP.PRIMARY,2.5,"ADORA1, PDE4A, PDE4B, PDE4C, PDE4D",ADENOSINE RECEPTOR ANTAGONIST,BRD:BRD-K70507123-001-09-7,DOXOFYLLINE,DOXOFYLLINE
REP.PRIMARY,2.5,PLK1,PLK INHIBITOR,BRD:BRD-K70511574-001-06-9,HMN-214,HMN-214
REP.PRIMARY,2.5,"ABCB1, ABCB4",P GLYCOPROTEIN INHIBITOR,BRD:BRD-K70557564-305-03-6,ZOSUQUIDAR,ZOSUQUIDAR
REP.PRIMARY,2.5,"KCNN1, KCNN2, KCNN3, KCNN4",POTASSIUM CHANNEL ACTIVATOR,BRD:BRD-K70586315-001-02-4,1-EBIO,1-EBIO
REP.PRIMARY,2.5,,"DNA METHYLASE INHIBITOR, PROTEIN SYNTHESIS INHIBITOR",BRD:BRD-K70592483-001-01-0,PHENYLACETYLGLUTAMINE,PHENYLACETYLGLUTAMINE
REP.PRIMARY,2.5,,HCV INHIBITOR,BRD:BRD-K70610771-001-02-9,VX-222,VX-222
REP.PRIMARY,2.5,"ADRA1A, ADRA2A, HRH1, HTR1A, HTR2A, HTR2B, HTR2C, SLC6A4","ADRENERGIC RECEPTOR ANTAGONIST, SEROTONIN RECEPTOR ANTAGONIST, SEROTONIN REUPTAKE INHIBITOR",BRD:BRD-K70778732-003-26-7,TRAZODONE,TRAZODONE
REP.PRIMARY,2.5,PIM1,AKT INHIBITOR,BRD:BRD-K70792160-003-04-6,10-DEBC,10-DEBC
REP.PRIMARY,2.5,HRH4,HISTAMINE RECEPTOR AGONIST,BRD:BRD-K70821460-300-02-4,4-METHYLHISTAMINE,4-METHYLHISTAMINE
REP.PRIMARY,2.5,"OPRK1, OPRM1",OPIOID RECEPTOR ANTAGONIST,BRD:BRD-K70898774-001-03-5,NALOXONE-BENZOYLHYDRAZONE,NALOXONE-BENZOYLHYDRAZONE
REP.PRIMARY,2.5,"SCN4A, SCN9A",SODIUM CHANNEL BLOCKER,BRD:BRD-K70912147-001-01-8,CO-102862,CO-102862
REP.PRIMARY,2.5,"EGFR, ERBB2",EGFR INHIBITOR,BRD:BRD-K70914287-300-02-8,BIBX-1382,BIBX-1382
REP.PRIMARY,2.5,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K70924353-001-01-2,AMTOLMETIN-GUACIL,AMTOLMETIN-GUACIL
REP.PRIMARY,2.5,"FGFR3, KIT, PDGFRA, PDGFRB","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, SRC INHIBITOR",BRD:BRD-K71035033-001-07-1,MASITINIB,MASITINIB
REP.PRIMARY,2.5,,"HAEMOSTATIC AGENT, HEMOSTATIC AGENT",BRD:BRD-K71055333-224-05-8,ETAMSYLATE,ETAMSYLATE
REP.PRIMARY,2.5,,STEROL DEMETHYLASE INHIBITOR,BRD:BRD-K71058253-001-01-9,LULICONAZOLE,LULICONAZOLE
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K71059170-001-11-6,CEFIXIME,CEFIXIME
REP.PRIMARY,2.5,"CA1, CA12, CA14, CA2, CA4, CA7",CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-K71075609-003-01-0,DORZOLAMIDE,DORZOLAMIDE
REP.PRIMARY,2.5,"HTR2A, HTR2C, HTR6, SLC6A2, SLC6A3, SLC6A4","NOREPINEPHRINE REUPTAKE INHIBITOR, SEROTONIN-NOREPINEPHRINE REUPTAKE INHIBITOR (SNRI), SEROTONINâNOREPINEPHRINE REUPTAKE INHIBITOR (SNRI)",BRD:BRD-K71103788-003-12-0,DULOXETINE,DULOXETINE
REP.PRIMARY,2.5,"DCK, POLA1, POLD1, POLE, RRM1, RRM2, RRM2B",RIBONUCLEOTIDE REDUCTASE INHIBITOR,BRD:BRD-K71106091-001-06-1,FLUDARABINE-PHOSPHATE,FLUDARABINE-PHOSPHATE
REP.PRIMARY,2.5,,DIHYDROPTEROATE SYNTHETASE INHIBITOR,BRD:BRD-K71125014-001-27-1,SULPHADIMETHOXINE,SULPHADIMETHOXINE
REP.PRIMARY,2.5,"ACACA, ACACB",ACAT INHIBITOR,BRD:BRD-K71164191-001-01-0,KD-023,KD-023
REP.PRIMARY,2.5,"BIRC2, XIAP",XIAP INHIBITOR,BRD:BRD-K71221037-001-01-6,BIRINAPANT,BIRINAPANT
REP.PRIMARY,2.5,ENTPD3,NTPDASE INHIBITOR,BRD:BRD-K71266197-236-02-7,PSB-06126,PSB-06126
REP.PRIMARY,2.5,,HSP INHIBITOR,BRD:BRD-K71281111-001-04-3,SNX-2112,SNX-2112
REP.PRIMARY,2.5,"CYSLTR1, CYSLTR2",LEUKOTRIENE RECEPTOR ANTAGONIST,BRD:BRD-K71289571-001-11-4,ZAFIRLUKAST,ZAFIRLUKAST
REP.PRIMARY,2.5,"CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2",GABA RECEPTOR ANTAGONIST,BRD:BRD-K71350836-001-02-4,BUTALBITAL,BUTALBITAL
REP.PRIMARY,2.5,"HRH1, HRH2, HRH3, HRH4",HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K71430621-303-02-3,CLOBENPROPIT,CLOBENPROPIT
REP.PRIMARY,2.5,XPO1,EXPORTIN ANTAGONIST,BRD:BRD-K71467466-001-02-3,KPT-185,KPT-185
REP.PRIMARY,2.5,"AKT1, AKT2, AKT3, PRKG1",AKT INHIBITOR,BRD:BRD-K71480163-001-01-4,GDC-0068,GDC-0068
REP.PRIMARY,2.5,"CA1, CA12, CA2, CA4, CA7",CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-K71499074-001-12-9,DICLOFENAMIDE,DICLOFENAMIDE
REP.PRIMARY,2.5,"AURKA, AURKB, AURKC",AURORA KINASE INHIBITOR,BRD:BRD-K71512533-066-02-8,SNS-314,SNS-314
REP.PRIMARY,2.5,"FFAR1, FFAR4","FREE FATTY ACID RECEPTOR AGONIST, G PROTEIN-COUPLED RECEPTOR AGONIST",BRD:BRD-K71534238-001-10-0,GW-9508,GW-9508
REP.PRIMARY,2.5,CHRNA7,ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K71603915-003-01-8,EVP-6124,EVP-6124
REP.PRIMARY,2.5,,,BRD:BRD-K71698503-003-01-6,I-BZA2,I-BZA2
REP.PRIMARY,2.5,CHRNA7,ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K71731651-001-04-3,PNU-120596,PNU-120596
REP.PRIMARY,2.5,"SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",CARBOXAMIDE ANTIEPILEPTIC,BRD:BRD-K71799949-001-36-4,CARBAMAZEPINE,CARBAMAZEPINE
REP.PRIMARY,2.5,"GLRA1, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, SERPINB3",GLUTAMATE RECEPTOR AGONIST,BRD:BRD-K71822263-001-03-2,D-SERINE,D-SERINE
REP.PRIMARY,2.5,,MICROTUBULE STABILIZING AGENT,BRD:BRD-K71823332-001-03-7,EPOTHILONE-A,EPOTHILONE-A
REP.PRIMARY,2.5,"POLA1, POLB, POLD1, POLE",RIBONUCLEOTIDE REDUCTASE INHIBITOR,BRD:BRD-K71847383-001-12-5,CYTIDINE,"CYTARABINE, CYTIDINE"
REP.PRIMARY,2.5,,BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-K71926323-001-13-8,MARBOFLOXACIN,MARBOFLOXACIN
REP.PRIMARY,2.5,,BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-K71926323-001-14-6,MARBOFLOXACIN,MARBOFLOXACIN
REP.PRIMARY,2.5,CFTR,CHLORIDE CHANNEL BLOCKER,BRD:BRD-K72004355-001-01-9,CFTRINH-172,CFTRINH-172
REP.PRIMARY,2.5,CYP17A1,CYTOCHROME P450 INHIBITOR,BRD:BRD-K72005722-001-01-2,VT-464,VT-464
REP.PRIMARY,2.5,"ABCA1, ABCB11, CES1",ATHEROGENESIS INHIBITOR,BRD:BRD-K72029282-001-22-0,PROBUCOL,PROBUCOL
REP.PRIMARY,2.5,ADA,ANTIVIRAL,BRD:BRD-K72093121-001-16-3,VIDARABINE,VIDARABINE
REP.PRIMARY,2.5,,,BRD:BRD-K72093555-001-01-0,PROCYANIDIN-B-2,PROCYANIDIN-B-2
REP.PRIMARY,2.5,"GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2",KAINATE RECEPTOR ANTAGONIST,BRD:BRD-K72106461-001-02-1,SYM-2081,SYM-2081
REP.PRIMARY,2.5,"ADRA2A, DRD2, HTR1B, HTR1D, HTR1E, HTR1F, HTR2B, HTR7",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K72166146-066-05-4,DIHYDROERGOTAMINE,DIHYDROERGOTAMINE
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K72167406-001-02-1,CEFDITOREN-PIVOXIL,CEFDITOREN-PIVOXIL
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K72167406-001-03-9,CEFDITOREN-PIVOXIL,CEFDITOREN-PIVOXIL
REP.PRIMARY,2.5,GAST,5 ALPHA REDUCTASE INHIBITOR,BRD:BRD-K72215350-001-06-5,ACEXAMIC-ACID,ACEXAMIC-ACID
REP.PRIMARY,2.5,ACE,ANGIOTENSIN CONVERTING ENZYME INHIBITOR,BRD:BRD-K72222507-003-16-8,QUINAPRIL,QUINAPRIL
REP.PRIMARY,2.5,,,BRD:BRD-K72231366-001-02-3,TAME,TAME
REP.PRIMARY,2.5,"ALOX5, GLO1, PREP, SELL, SELP, TNF, XDH",LIPOXYGENASE INHIBITOR,BRD:BRD-K72327355-001-14-7,BAICALEIN,BAICALEIN
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K72339976-065-02-1,CEFOSELIS,CEFOSELIS
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K72339976-065-03-9,CEFOSELIS,CEFOSELIS
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K72339976-065-04-7,CEFOSELIS,CEFOSELIS
REP.PRIMARY,2.5,"AGXT, AGXT2, ALAS1, ALAS2, BAAT, GARS, GATM, GCAT, GCSH, GLDC, GLRA1, GLRA2, GLRA3, GLRB, GLYAT, GLYATL1, GLYATL2, GNMT, GPR18, GPRC6A, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3B, GSS, PIPOX, SHMT1, SHMT2, SLC32A1, SLC36A1, SLC6A5, SLC6A9",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K72369578-001-04-1,AZD4282,AZD4282
REP.PRIMARY,2.5,,OTHER ANTIFUNGAL,BRD:BRD-K72384124-001-08-0,SULBENTINE,SULBENTINE
REP.PRIMARY,2.5,KCNH2,CDK INHIBITOR,BRD:BRD-K72414522-001-06-7,AZD5438,AZD5438
REP.PRIMARY,2.5,"EGFR, ERBB2",EGFR INHIBITOR,BRD:BRD-K72420232-001-12-3,WZ-4002,WZ-4002
REP.PRIMARY,2.5,PRKCA,PROTEIN KINASE INHIBITOR,BRD:BRD-K72462751-001-02-7,C-1,C-1
REP.PRIMARY,2.5,"SLC25A4, SLC25A5, SLC25A6",BONE RESORPTION INHIBITOR,BRD:BRD-K72542090-304-02-4,CLODRONIC-ACID,CLODRONIC-ACID
REP.PRIMARY,2.5,GRM4,GLUTAMATE RECEPTOR POSITIVE ALLOSTERIC MODULATOR,BRD:BRD-K72687424-001-02-6,VU0364439,VU0364439
REP.PRIMARY,2.5,"AURKA, AURKB",AURORA KINASE INHIBITOR,BRD:BRD-K72703948-001-10-1,ZM-447439,ZM-447439
REP.PRIMARY,2.5,SCN10A,SODIUM CHANNEL BLOCKER,BRD:BRD-K72723676-003-17-8,BENZETHONIUM,BENZETHONIUM
REP.PRIMARY,2.5,"CCND1, CDK4",CDK INHIBITOR,BRD:BRD-K72726508-001-02-1,ARCYRIAFLAVIN-A,ARCYRIAFLAVIN-A
REP.PRIMARY,2.5,,BACTERIAL DNA INHIBITOR,BRD:BRD-K72728560-001-01-4,DIMETRIDAZOLE,DIMETRIDAZOLE
REP.PRIMARY,2.5,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6, HTR7",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K72815923-034-01-2,XANOMELINE,XANOMELINE
REP.PRIMARY,2.5,ALK,ALK TYROSINE KINASE RECEPTOR INHIBITOR,BRD:BRD-K72827473-001-01-0,CEP-37440,CEP-37440
REP.PRIMARY,2.5,OPRL1,OPIOID RECEPTOR AGONIST,BRD:BRD-K72904818-001-01-1,NNC-63-0532,NNC-63-0532
REP.PRIMARY,2.5,"CTSA, PGR",HCV INHIBITOR,BRD:BRD-K72912098-001-02-3,TELAPREVIR,TELAPREVIR
REP.PRIMARY,2.5,,ANALGESIC AGENT,BRD:BRD-K72915123-001-18-1,CINCHOPHEN,CINCHOPHEN
REP.PRIMARY,2.5,,OTHER ANTIFUNGAL,BRD:BRD-K72925150-001-11-1,SCLAREOLIDE,SCLAREOLIDE
REP.PRIMARY,2.5,TOP2A,"DNA INHIBITOR, TOPOISOMERASE INHIBITOR",BRD:BRD-K72951360-001-01-4,VALRUBICIN,VALRUBICIN
REP.PRIMARY,2.5,,,BRD:BRD-K73073971-001-01-7,ZLN005,ZLN005
REP.PRIMARY,2.5,"ALPL, ALPPL2, CHRNA3",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K73107279-003-12-5,LEVAMISOLE,LEVAMISOLE
REP.PRIMARY,2.5,"ATP1A1, CA1, CA2, KCNJ11, KCNJ8, KCNMA1, SLC12A3",POTASSIUM CHANNEL ACTIVATOR,BRD:BRD-K73109821-001-20-1,DIAZOXIDE,DIAZOXIDE
REP.PRIMARY,2.5,,,BRD:BRD-K73157543-001-04-1,PHENYL-AMINOSALICYLATE,PHENYL-AMINOSALICYLATE
REP.PRIMARY,2.5,,,BRD:BRD-K73191876-001-11-2,ALIZARIN,ALIZARIN
REP.PRIMARY,2.5,HTR1A,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K73196317-003-14-8,URAPIDIL,URAPIDIL
REP.PRIMARY,2.5,"HSP90AA1, HSP90AB1",HSP INHIBITOR,BRD:BRD-K73197500-001-02-2,SNX-5422,SNX-5422
REP.PRIMARY,2.5,FAH,,BRD:BRD-K73234506-235-02-1,LITHIUM-ACETOACETATE,LITHIUM-ACETOACETATE
REP.PRIMARY,2.5,VDR,VITAMIN D RECEPTOR AGONIST,BRD:BRD-K73237276-001-01-0,TACALCITOL,TACALCITOL
REP.PRIMARY,2.5,MAOA,MONOAMINE OXIDASE INHIBITOR,BRD:BRD-K73251053-003-22-2,CLORGILINE,CLORGILINE
REP.PRIMARY,2.5,"CYP2D6, OPRD1, OPRK1, OPRM1, UTS2R",OPIOID RECEPTOR AGONIST,BRD:BRD-K73290745-003-02-6,ICI-199441,ICI-199441
REP.PRIMARY,2.5,EGFR,EGFR INHIBITOR,BRD:BRD-K73293050-001-03-1,WZ-3146,WZ-3146
REP.PRIMARY,2.5,"CYP19A1, ESRRA, ESRRB, ESRRG, FASN",PROTEIN TYROSINE KINASE INHIBITOR,BRD:BRD-K73303757-001-21-6,4-METHYLGENISTEIN,4-METHYLGENISTEIN
REP.PRIMARY,2.5,EGFR,EGFR INHIBITOR,BRD:BRD-K73309154-003-02-8,OSI-420,OSI-420
REP.PRIMARY,2.5,MET,C-MET INHIBITOR,BRD:BRD-K73319509-001-08-0,PF-04217903,PF-04217903
REP.PRIMARY,2.5,,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K73323637-003-10-9,LEVOBUNOLOL-(+),LEVOBUNOLOL-(+)
REP.PRIMARY,2.5,"MAP2K5, MAPK7",MEK INHIBITOR,BRD:BRD-K73368362-001-07-5,BIX-02189,BIX-02189
REP.PRIMARY,2.5,,,BRD:BRD-K73381198-001-01-1,5-FLUORO-3-PYRIDYL-METHANOL,5-FLUORO-3-PYRIDYL-METHANOL
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D",ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K73381542-003-23-4,PHENYLEPHRINE,PHENYLEPHRINE
REP.PRIMARY,2.5,EP300,HISTONE ACETYLTRANSFERASE INHIBITOR,BRD:BRD-K73383190-001-02-3,C646,C646
REP.PRIMARY,2.5,EP300,HISTONE ACETYLTRANSFERASE INHIBITOR,BRD:BRD-K73383190-001-03-1,C646,C646
REP.PRIMARY,2.5,,LOCAL ANESTHETIC,BRD:BRD-K73391359-003-10-2,DIMETHISOQUIN,DIMETHISOQUIN
REP.PRIMARY,2.5,,BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-K73394555-237-01-1,OXOLINIC-ACID,OXOLINIC-ACID
REP.PRIMARY,2.5,SMO,SMOOTHENED RECEPTOR AGONIST,BRD:BRD-K73397362-001-06-6,PURMORPHAMINE,PURMORPHAMINE
REP.PRIMARY,2.5,,BACTERIAL 30S RIBOSOMAL SUBUNIT INHIBITOR,BRD:BRD-K73425385-065-04-8,BEKANAMYCIN,BEKANAMYCIN
REP.PRIMARY,2.5,"GUCY1A3, GUCY1B3",GUANYLATE CYCLASE ACTIVATOR,BRD:BRD-K73440166-001-01-3,CINACIGUAT,CINACIGUAT
REP.PRIMARY,2.5,,DNA INHIBITOR,BRD:BRD-K73469236-001-01-8,NEDAPLATIN,NEDAPLATIN
REP.PRIMARY,2.5,TRPA1,,BRD:BRD-K73477617-001-08-5,DIBUTYL-PHTHALATE,DIBUTYL-PHTHALATE
REP.PRIMARY,2.5,,ANTIAMYLOIDOGENIC AGENT,BRD:BRD-K73524797-001-01-1,ST-1859,ST-1859
REP.PRIMARY,2.5,,ANTIOXIDANT,BRD:BRD-K73529671-001-02-9,TROXERUTIN,TROXERUTIN
REP.PRIMARY,2.5,,ANTIOXIDANT,BRD:BRD-K73529671-001-04-5,TROXERUTIN,TROXERUTIN
REP.PRIMARY,2.5,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K73541271-001-03-6,ETOFENAMATE,ETOFENAMATE
REP.PRIMARY,2.5,"HSD11B1, NCOA1, NR3C2",MINERALOCORTICOID RECEPTOR AGONIST,BRD:BRD-K73589401-001-23-6,CORTICOSTERONE,CORTICOSTERONE
REP.PRIMARY,2.5,HRH2,HISTAMINE RECEPTOR ANTAGONIST,BRD:BRD-K73589491-001-11-2,NIZATIDINE,NIZATIDINE
REP.PRIMARY,2.5,DRD2,DOPAMINE RECEPTOR ANTAGONIST,BRD:BRD-K73642618-001-13-3,BROMOPRIDE,BROMOPRIDE
REP.PRIMARY,2.5,,MELATONIN RECEPTOR AGONIST,BRD:BRD-K73700643-001-11-2,N-ACETYLTRYPTAMINE,N-ACETYLTRYPTAMINE
REP.PRIMARY,2.5,,CYCLOOXYGENASE INHIBITOR,BRD:BRD-K73771095-001-02-5,GENIPOSIDIC-ACID,GENIPOSIDIC-ACID
REP.PRIMARY,2.5,,CYCLOOXYGENASE INHIBITOR,BRD:BRD-K73771095-001-03-3,GENIPOSIDIC-ACID,GENIPOSIDIC-ACID
REP.PRIMARY,2.5,"BRAF, LCK, MAPK14, RAF1",RAF INHIBITOR,BRD:BRD-K73789395-001-10-7,ZM-336372,ZM-336372
REP.PRIMARY,2.5,TRPA1,TRPA1 CHANNEL BLOCKER,BRD:BRD-K73815512-001-02-5,HC-030031,HC-030031
REP.PRIMARY,2.5,CASR,CALCIUM CHANNEL ACTIVATOR,BRD:BRD-K73838513-003-05-5,CINACALCET,CINACALCET
REP.PRIMARY,2.5,,BACTERIAL DNA GYRASE INHIBITOR,BRD:BRD-K73923631-003-02-9,DIFLOXACIN,DIFLOXACIN
REP.PRIMARY,2.5,MAPK8,JNK INHIBITOR,BRD:BRD-K73982490-001-02-9,BI-78D3,BI-78D3
REP.PRIMARY,2.5,"AGTR1, PPARG",ANGIOTENSIN RECEPTOR ANTAGONIST,BRD:BRD-K73999723-001-11-3,TELMISARTAN,TELMISARTAN
REP.PRIMARY,2.5,,TUBULIN POLYMERIZATION INHIBITOR,BRD:BRD-K74057757-001-01-9,INDIBULIN,INDIBULIN
REP.PRIMARY,2.5,"MAPK11, MAPK12, MAPK13, MAPK14",P38 MAPK INHIBITOR,BRD:BRD-K74065929-001-07-2,DORAMAPIMOD,DORAMAPIMOD
REP.PRIMARY,2.5,"CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A7",HIV PROTEASE INHIBITOR,BRD:BRD-K74117820-066-10-8,NELFINAVIR,NELFINAVIR
REP.PRIMARY,2.5,SQLE,FUNGAL SQUALENE EPOXIDASE INHIBITOR,BRD:BRD-K74141488-003-11-2,NAFTIFINE,NAFTIFINE
REP.PRIMARY,2.5,"CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K74186897-001-12-4,CYTISINE,CYTISINE
REP.PRIMARY,2.5,"CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4",ACETYLCHOLINE RECEPTOR AGONIST,BRD:BRD-K74186897-001-13-2,CYTISINE,CYTISINE
REP.PRIMARY,2.5,"CA12, CA14, CA2, PTGS1",PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K74190368-001-04-3,RESORCINOL,RESORCINOL
REP.PRIMARY,2.5,,OTHER ANTIFUNGAL,BRD:BRD-K74193284-001-04-8,PHENYLMERCURIC-ACETATE,PHENYLMERCURIC-ACETATE
REP.PRIMARY,2.5,PDE4A,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K74195153-050-12-1,IRSOGLADINE,IRSOGLADINE
REP.PRIMARY,2.5,,,BRD:BRD-K74227499-001-01-1,SE-METHYLSELENOCYSTEINE,SE-METHYLSELENOCYSTEINE
REP.PRIMARY,2.5,,MEDIATOR RELEASE INHIBITOR,BRD:BRD-K74236708-001-01-9,ACITAZANOLAST,ACITAZANOLAST
REP.PRIMARY,2.5,IKBKB,"IKK INHIBITOR, NFKB PATHWAY INHIBITOR",BRD:BRD-K74305673-001-06-2,IKK-2-INHIBITOR-V,IKK-2-INHIBITOR-V
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K74339692-001-01-9,TAMSULOSIN,TAMSULOSIN
REP.PRIMARY,2.5,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K74363950-004-01-0,ACLIDINIUM,ACLIDINIUM
REP.PRIMARY,2.5,,NEUROTROPHIC AGENT,BRD:BRD-K74371986-001-01-7,NSI-189,NSI-189
REP.PRIMARY,2.5,MLNR,BACTERIAL 50S RIBOSOMAL SUBUNIT INHIBITOR,BRD:BRD-K74501079-001-18-1,AZITHROMYCIN,AZITHROMYCIN
REP.PRIMARY,2.5,"CSF1R, FGF1, FGFR1, FGFR3, FLT1, FLT4, ITK, KDR, KIT, PDGFRA, PDGFRB, SH2B3","KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR",BRD:BRD-K74514084-001-03-9,PAZOPANIB,PAZOPANIB
REP.PRIMARY,2.5,"ADRB2, ADRB3",ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K74603273-003-01-1,"ICI-118,551","ICI-118,551"
REP.PRIMARY,2.5,,,BRD:BRD-K74664543-213-01-2,SELENOMETHIONINE,SELENOMETHIONINE
REP.PRIMARY,2.5,"CYP2C19, CYP2C9, CYP3A4",NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,BRD:BRD-K74717603-001-02-2,ETRAVIRINE,ETRAVIRINE
REP.PRIMARY,2.5,"EDNRA, EDNRB",ENDOTHELIN RECEPTOR ANTAGONIST,BRD:BRD-K74763371-002-04-0,BOSENTAN,BOSENTAN
REP.PRIMARY,0.25,CYSLTR1,LEUKOTRIENE RECEPTOR ANTAGONIST,BRD:BRD-K74765201-001-16-7,TOMELUKAST,TOMELUKAST
REP.PRIMARY,2.5,"CA1, CA12, CA14, CA2, CA4, CA5A, CA7",CARBONIC ANHYDRASE INHIBITOR,BRD:BRD-K74913225-001-12-4,BRINZOLAMIDE,BRINZOLAMIDE
REP.PRIMARY,2.5,OPRD1,OPIOID RECEPTOR AGONIST,BRD:BRD-K74990253-001-02-8,BW-373U86,BW-373U86
REP.PRIMARY,2.5,"CDK2, CHEK1",CHK INHIBITOR,BRD:BRD-K75009076-001-02-1,SCH-900776,SCH-900776
REP.PRIMARY,2.5,SLC22A12,URIC ACID DIURETIC,BRD:BRD-K75024268-001-01-0,LESINURAD,LESINURAD
REP.PRIMARY,2.5,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2",CHOLINERGIC RECEPTOR AGONIST,BRD:BRD-K75037734-003-13-9,CARBACHOL,CARBACHOL
REP.PRIMARY,2.5,,,BRD:BRD-K75080769-001-01-6,"TRANS-4-[8-(3-FLUOROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]CYCLOHEXANECARBOXYLIC-ACID","TRANS-4-[8-(3-FLUOROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]CYCLOHEXANECARBOXYLIC-ACID"
REP.PRIMARY,2.5,"DNMT1, SCN5A",SODIUM CHANNEL BLOCKER,BRD:BRD-K75089421-003-24-5,PROCAINAMIDE,PROCAINAMIDE
REP.PRIMARY,2.5,SCN5A,SODIUM CHANNEL BLOCKER,BRD:BRD-K75250001-001-01-3,TIRACIZINE,TIRACIZINE
REP.PRIMARY,2.5,,HYPERCALCAEMIC AGENT,BRD:BRD-K75282704-001-02-4,BL-5583,BL-5583
REP.PRIMARY,2.5,AURKA,AURORA KINASE INHIBITOR,BRD:BRD-K75295174-001-05-0,ALISERTIB,ALISERTIB
REP.PRIMARY,2.5,"MTOR, PIK3CG",PI3K INHIBITOR,BRD:BRD-K75308783-001-07-0,SAR-245409,SAR-245409
REP.PRIMARY,2.5,XPO1,EXPORTIN ANTAGONIST,BRD:BRD-K75352575-001-01-3,KPT-276,KPT-276
